Autor	Género	Total de Artículos
NUNEZ, T.	Hombre	1
BELLO-MALDONADO, HUGO ALEJANDRO	Hombre	2
JOSE ADRIASOLA, JUAN	Hombre	1
CALDERON-SOSA, RODRIGO	Hombre	1
MIGUEZ NUNEZ, RODRIGO	Hombre	3
HUIDOBRO, CONSUELO	Mujer	1
ALVAREZ-ARENAS, IGNACIO JAVIER	Hombre	7
RAMOS-ZINCKE, CLAUDIO JORGE	Hombre	18
ROMAN-BRUGNOLI, JOSE ANTONIO	Hombre	2
IBARRA-GONZALEZ, SEBASTIAN IGNACIO	Hombre	2
AGUERO-SAN JUAN, CLAUDIO ANTONIO	Hombre	1
CASTILLO, MARIA ISABEL	Mujer	1
DIAZ-CORDAL, MARGARITA IRENE	Mujer	1
GUAJARDO MATURANA, RAUL	Hombre	1
DAGNINO-ROBLES, PAULA	Mujer	6
GAJARDO-CARVAJAL, YELIZA	-	1
MEZA-ALIAGA, MICHEL	Hombre	1
PINOCHET, CARLA	Mujer	6
ROMAN, JOSE ANTONIO	Hombre	2
GAETE ALTAMIRANO, TOMAS	Hombre	1
SILVA BUSTON, CONSUELO	Mujer	2
PEREIRA GANDARILLAS, FRANCISCO	Hombre	1
MENA MALET, PATRICIO ANDRES	Hombre	1
CORVALAN-R, JAVIER	Hombre	2
URETA, SEBASTIAN	Hombre	23
ROMAN CARRASCO, MARCELA	Mujer	7
BELLO ARELLANO, DANIEL	Hombre	1
ORELLANA GALLARDO, FELIPE	Hombre	1
GONZALEZ LEIVA, JOSE IGNACIO	Hombre	1
MELENDEZ, CLAUDIO	Hombre	1
SALDIAS BARRERA, ROBERTO	Hombre	1
YEZ, LYUBA	Mujer	1
RUIZ ARIAS, HECTOR	Hombre	1
POVEDA-VIERA, JUAN CARLOS	Hombre	7
CAMARGO-BRITO, RICARDO ANGEL	Hombre	1
FUENTES, MARIA S.	Mujer	1
LILLO, VICTORIA	Mujer	1
CORNEJO-BUSTAMANTE, LUIS EDUARDO	Hombre	15
MORA RIQUELME, JUDITH	Mujer	1
KOVALSKYS-SZVARC, JUANA	Mujer	1
DIAZ-GIMENEZ, JAVIER	Hombre	1
PENA-TORRES, JULIO	Hombre	1
BLANCO, JOSE	Hombre	2
PAVEZ OJEDA, JORGE	Hombre	1
PERTICARA-TORILO, MARCELA CECILIA	Mujer	5
MUNOZ LEON, FERNANDO	Hombre	1
PIEDAD CABRERA-MURCIA, ELSA	Mujer	1
SAEZ GARCIA, ALVARO	Hombre	1
MORETTI-TAPIA, RENATO	Hombre	5
DEL RIO, M. I.	Mujer	2
GONZALEZ-WILHELM, LEONARDO	Hombre	1
BOERI-CARRANZA, MARCELO DIEGO	Hombre	3
NAVARRO, MAGDALENA	Mujer	1
SAAVEDRA, EDUARDO	Hombre	1
CARRASCO-VENEGAS, LORENA PATRICIA	Mujer	1
JORDAN DIAZ, TOMAS	Hombre	1
ROSENBLUETH, MAURICIO	Hombre	1
MORENO, LEONARDO	Hombre	1
PEREZ-CORTES, FRANCISCA	Mujer	4
LETELIER-WARTENBERG, RAUL SERGIO	Hombre	3
ANGUITA-MACKAY, MARIA VERONICA	Mujer	1
COSTADOAT-CARRASCO, JORGE	Hombre	1
VILLALON, FERNANDO PEREZ	Hombre	9
FLORES-MORAGA, PATRICIO ALEJANDRO	Hombre	3
SABATINI-DOWNEY, FRANCISCO RAFAEL	Hombre	8
SUAREZ, ANDRES	Hombre	1
GEMPP-FUENTEALBA, RENE MAURICIO	Hombre	1
RUBIO, ROBERTO GUSTAVO	Hombre	10
PEINA-TORRES, JULIO	Hombre	4
