Autor	Género	Total de Artículos
GAETE QUEZADA, RICARDO	Hombre	1
BELTRAN-GONZALEZ, ANA ROSA	Mujer	22
KREFFT, J. L.	-	1
UNDA-SANZANA, EDUARDO	-	31
MUNOZ, CAMILO	Hombre	1
RIVAS, MARIELLA	Mujer	1
FERNANDEZ, A.	Mujer	1
ARDILES-RIVERA, ALEJANDRO ENRIQUE	Hombre	3
VERGARA-DIAZ, VICTOR	Hombre	9
AVENDANO, MARIA	Mujer	3
HENGST-LOPEZ, MARTHA BRIGITTE	Mujer	2
CERDA-LEMA, MAURICIO LORENZO	Hombre	1
THEVENIN, F.	Hombre	1
GALLARDO, V	Mujer	1
TORRES-BELMA, ALBERTO	Hombre	1
MUNDACA-OVALLE, SEBASTIAN GONZALO	Hombre	1
RONDON, C.	-	1
RUMIE, A.	-	1
AGUIRRE-CESPEDES, CLAUDIA LEONOR	Mujer	2
PALACIOS-COLLAO, JAVIER ALEJANDRO	Hombre	1
ZUNIGA-CONDOR, LIDIA MIRIAM	Mujer	6
GALAZUTDINOVA, YANA	Mujer	7
ADAM, C.	Hombre	1
MUSIC, VISNJA	-	1
BUSTAMANTE, C.	Hombre	2
ECHEVESTE, PEDRO	Hombre	8
SALAS-ROJAS, IVONNE	Mujer	1
DELGADO-VEGA, JOSE MANUEL	Hombre	1
ARAYA-VALENCIA, RUBEN	Hombre	27
SEPULVEDA, DIEGO	Hombre	1
DORADOR, CRISTINA	Mujer	1
RODRIGUEZ-RAPOSO, RAQUEL	Mujer	1
LEYTON-BONGIORNO, PATRICIO ALEJANDRO	Hombre	1
SANCHEZ, F. M.	-	1
VALDEZ, S.	-	1
CORTES, WILSON	Hombre	1
VALLEJOS, MAURICIO	Hombre	1
PALMA VASQUEZ, R. EDUARDO	-	1
SANCHEZ-TRONCOSO, LUIS	Hombre	1
MAUREIRA-MOYA, ALEJANDRO SEBASTIAN	Hombre	4
PEIXINHO, NUNO	Hombre	22
SCOSTA, EDUARDO	Hombre	1
BOISSIER, S.	Hombre	1
MEDINA, PAULA	Mujer	3
SUAREZ, MIRIAM	Mujer	1
VELIZ, SUSSY	-	2
QUIROZ CASTILLO, JUAN	Hombre	1
PARRA-MATUS DE LA PARRA, MARÍA LUCRECIA	Mujer	1
HERRERA-CORDOVA, ARACELLY FRESIA	-	1
CACERES, IGNACIO	Hombre	3
CRUZ-CARI, MAURA JUDITH	Mujer	1
MARTINEZ-GARCIA, G.	-	20
CARVAJAL, LORENA	Mujer	2
TAPIA-VASQUEZ, CLAUDIA MONICA	Mujer	1
MORAN FAUNDES, JOSE MANUEL	Hombre	1
JAQUE-FERNANDEZ, FRANCISCO IGNACIO	Hombre	1
BERRIOS, HECTOR	Hombre	1
MICHEA CORTES, JOHN	Hombre	1
ESPINOSA ALVAREZ, ABDON	Hombre	1
IEHATA, SHUNPEI	-	2
CHAVEZ-GUERRERO, ROSA AURORA	Mujer	4
MOLINA, HORACIO	Hombre	1
ZUNIGA-ROMERO, OSCAR ANTONIO	Hombre	14
VEGA-HERRERA, JORGE	Hombre	7
ESCOBAR, PATRICIA	Mujer	7
TAPIA-VILLANUEVA, CECILIA VERONICA	Mujer	1
MONTENEGRO-CONCHA, MARCELO ROBERTO	Hombre	4
GARCIA-ARAYA, JONATHAN ALEJANDRO	Hombre	1
RIVADENEIRA-VALENZUELA, MARCELO MICHAEL	Hombre	1
MARTINEZ-LEON, EDUARDO	Hombre	3
SANTORO-FLORES, PABLO AVELINO	Hombre	2
GUTIERREZ-ROJAS, ANDREA	Mujer	13
ALVARADO-PASTENES, MANUEL ALEJANDRO	Hombre	1
RECIO-BLANCO, ALEJANDRA	Mujer	1
CARBAJO-GARCIA, RUTH	Mujer	1
ARAYA, FRANCISCO	Hombre	5
MAYA, GIANNINA	Mujer	1
CEH, JANJA	Mujer	7
ASTE-LEIVA, BRUNO	Hombre	1
SARMIENTO-DEVIA, RICARDO ANDRES	Hombre	3
GONZALEZ-JOFRE, JORGE FELIPE	Hombre	1
BARRUETO, YAHAIRA	-	4
GARNICA, KATIUSKA	-	2
VILLALOBOS, ISLAMAN	-	4
BRITO, ANGHEL	Hombre	3
CORTES CARMONA, MARCELO ALFREDO	Hombre	25
BRAVO, JAIME	Hombre	2
VALDIVIA, IVAN	Hombre	1
VALDIVIA-ROJAS, YENNY	-	3
MENDEZ-CARO, LEYLA	Mujer	1
GUINEZ-ARAYA, MARCOS IGNACIO	Hombre	11
DEKANY, ISTVAN	-	1
LECAROS-CORNEJO, CRISTOBAL	-	1
MARTIN-DE JULIAN, PABLO	Hombre	33
SANTANA-SAGREDO, FRANCISCA ANDREA	Mujer	6
ZAMBRANO, RICARDO	Hombre	2
CASTRO-ROMERO, RAUL ENRIQUE	Hombre	15
LLAPAPASCA, MIGUEL A.	Hombre	1
BAEZ, JOHN	Hombre	2
GUAMPARITO, CONSTANZA	Mujer	1
DIAZ, SOFIA	Mujer	1
OLAVE, ABDON	Hombre	1
GUERRERO, KATHERINE	Mujer	1
GAHONA, JOSELYNE	Mujer	3
BRAVO, P.	-	1
VARGAS-CARO, CAROLINA	Mujer	1
LAZO, PATRICIO	Hombre	8
CARRY, BENOIT	Hombre	1
CASANOVA-MARTINEZ, DANIEL	Hombre	3
BOUSSAFIR, MOHAMMED	Hombre	1
GUZMAN, SHEYLA	-	1
SALAZAR-DONOSO, FERNANDA	Mujer	1
PALMA-RAMIREZ, JENIFER DEL CARMEN	Mujer	2
CARDENAS-OYARZO, ARELI MARLY	Hombre	108
WULFF-ZOTTELE, CRISTIAN	Hombre	6
NAVEAS-RIOS, NELSON	Hombre	12
MARTINEZ F, GABRIEL	Hombre	2
ARAVENA, VICTOR	Hombre	1
MIR, I.	-	9
MAQUEIRA, P.	-	9
GUERRERO-ROJAS, LUIS ADRIAN	Hombre	8
ESCOBAR-ZIEDE, PIA JAVIERA	Mujer	1
PEREZ, CARMEN	Mujer	1
MUNOZ, CAMILO	Hombre	1
RIQUELME-SALAMANCA, CARLOS EDUARDO	Hombre	57
PIZARRO, ISABEL	Mujer	8
ORREGO, PATRICIO R.	Hombre	8
CORTEZ, MAURO	Hombre	1
SANTANDER-MARIN, CARLA DANIELA	Mujer	1
FONTECILLA, C.	-	1
SEPULVEDA-UNDA, FELIPE DAVID	Hombre	14
SALAZAR-ARDILES, CAMILA NICKOL	Mujer	1
FERNANDEZ MIRANDA, MERCEDES	Mujer	3
NITSCHELM, CHRISTIAN	Hombre	98
JACKSON, KELLY M.	Mujer	1
DURAN-PRIETO, CAMILA	Mujer	1
CATALAN-RODRIGUEZ, ALEJANDRO DANIEL	Hombre	13
SEPULVEDA, C.	Hombre	1
MUNOZ-GUERRERO, HERNAN	-	2
ALONSO, J.	Hombre	81
FERNANDEZ-GALLEGUILLOS, CARLOS	Hombre	3
COUTO, GUILHERME S.	Hombre	7
GOMEZ-GOMEZ, GONZALO EDUARDO	Hombre	4
MALEBRAN-JIMENEZ, MARITZA ISABEL	Mujer	2
CORTES-LEDESMA, CYNTHIA PATRICIA	Mujer	1
MONYER, HANNAH	Mujer	1
