Autor	Género	Total de Artículos
MORGANTE, VERONICA MAGALI	Mujer	6
MERCHAN, JUAN	Hombre	1
FLORES, E.	Mujer	1
VASQUEZ-ALEMANY, BARBARA PAULINA	Mujer	1
GAUNE, S.	-	1
AVELLAN, MIGUEL C.	Hombre	1
CONTRERAS-MARIN, ROBERTO	Hombre	3
GINES, MIGUEL	Hombre	1
BARRIA, N	Mujer	1
BARRIENTOS, MONICA	Mujer	1
MARAMBIO, O	Hombre	1
CABRERA REINA, A.	-	1
MELIS-ARCOS, FELIPE	Hombre	1
CASTILLO-GARIT, JUAN A.	Hombre	2
NAVAS, DANIEL	Hombre	6
ALVARO, PONCE N.	-	1
SANTIAGO, ZAPATA C.	-	2
LUIS, ESCOBAR R.	-	2
RICARDO, LOPEZ N.	-	1
DAPUETO, NATALY	Mujer	1
MORA, FRANCISCA	Mujer	1
HERRERA, CARLA	Mujer	1
MATAMALA, C.	Mujer	1
ROJAS-GAMARRA, MILTON	Hombre	1
GARCIA-REQUENA, CLAUDIA FERNANDA	Mujer	1
MELIS-ARCOS, FELIPE	Hombre	1
MANRIQUEZ PABLO, SUAREZ	-	1
HERRERA, BARBARA A.	Mujer	1
AGUIRRE, ERWIN	Hombre	4
ROJAS RIOS, CARLOS	Hombre	1
DE LOS ANGELES FERRER, MARIA	Mujer	1
VERA, PABLO	Hombre	1
ROJAS MIRA, CLAUDIA FEDORA	Mujer	2
QUITRAL, MÁXIMO	Hombre	1
MUÑOZ, MIGUEL A.	Hombre	1
ALENCAR DA SILVA ALVES, KEYLA MANUELA	Mujer	1
PARODI D&#39;AVILA, MARIA CAROLINA	Mujer	1
ELTIT, DIAMELA	-	1
MUÑOZ, ANDRÉS	Hombre	1
GUINGUIS, SEBASTIÁN	Hombre	1
REYES, ALEJANDRA	Mujer	1
CASTILLO, DANTE	Hombre	1
TOLVETT CARO, SEBASTIÁN	Hombre	1
QUITRAL ROJAS, MÁXIMO	Hombre	1
MEZA NAVARRO, ANDREA	Mujer	2
DURÁN MARTÍNEZ, FELIPE	Hombre	1
GONZÁLEZ, GUILLERMO A	Hombre	1
CAMOUSSEIGT, IVÁN B	Hombre	1
PACHECO HERNÁNDEZ, PATRICIO	Hombre	1
OYARZÚN, DIEGO	Hombre	1
GUADALUPE, GUADALUPE DEL	Mujer	1
MERCHANI, J.	-	1
GONZÁLEZ, GUILLERMO	Hombre	1
LANDON, PAULETTE	Mujer	1
SALDIVIA-MALDONADO, ZENOBIO RIGOBERTO	Hombre	1
FERRER, MARÍA DE LOS A.	Mujer	1
AGUIRRE, ERWIN R.	Hombre	1
OYARZÚN JEREZ, DIEGO	Hombre	1
TORRES-BUSTOS, HÉCTOR	Hombre	2
MEZA-HERRERA, VÍCTOR	Hombre	1
SOTO-PACHECO, FRANCIS	Hombre	1
ESCOBAR-JERIA, VÍCTOR	Hombre	1
SILVA-OELKER, GERARDO	Hombre	5
JÁTIVA, PABLO PALACIOS	Hombre	1
CORREA SILVA, MARÍA DEL PILAR	Mujer	1
RÍOS, CARLOS ROJAS	Hombre	1
BANGUERA, LEONARDO	Hombre	1
MERCADO MUÑOZ, OSCAR LUIS	Hombre	1
URQUIZA GÓMEZ, FRANCISCO	Hombre	1
ALVES, KEYLA MANUELA ALENCAR DA SILVA	Mujer	1
D&#39;AVILA, MARIA CAROLINA PARODI	Mujer	1
ORELLANA, PATRICIO	Hombre	1
MIRANDA, MICHAEL	Hombre	1
SANDOVAL, LUIS	Hombre	1
MOLINA, CLAUDIO	Hombre	1
SANTIS, RICARDO CASTRO	Hombre	1
RAMOS, HERNÁN OROZCO	Hombre	1
FIROOZABADI, ALI DEHGHAN	Hombre	1
DURNEY, HUGO	Hombre	1
OLAVE, MIGUEL SANHUEZA	Hombre	1
ROJAS RÍOS, CARLOS	Hombre	1
ALVARADO, ALBERTO LECAROS	Hombre	1
FIROOZABADI, ALI DEHGHAN	Hombre	1
ÁLAMOS, EDUARDO SANDOVAL	Hombre	2
SALDIVIA SALDIVIA, A. M.	-	1
GUTIÉRREZ PARRA, V.	-	1
MONTEJO, SAMUEL	Hombre	1
RIOS, CECILIA	Mujer	1
QUEZADA, MARCELO MUÑOZ	Hombre	1
TOLEDO, MARIA SOLEDAD	Mujer	1
CHANDIA-JAURE, ROSA	Mujer	3
ROJAS RÍOS, CARLOS	Hombre	2
GAVILANES BRAVO, SUSANA	Mujer	2
ANDRADE GUZMÁN, CARLOS	Hombre	1
GAVILANES BRAVO, ANA	-	1
CASTILLO, MAURO	Hombre	1
MALDONADO, ZENOBIO SALDIVIA	Hombre	1
MARQUEZ, ESTEBAN SOTO	Hombre	1
SOTO, ALEJANDRO VELASQUEZ	Hombre	1
PILAR PINCHART SAAVEDRA, MA	-	1
NAVARRO, ANDREA MEZA	Mujer	1
REYES, JUAN CARLOS CANTILLANA	Hombre	1
PINO, PAULA JESSICA JORQUERA	Mujer	1
SALGADO, CLAUDIA JAQUELINE	Mujer	4
SALDIVIA, M. ZENOBIO	-	1
CARO, P. FELIPE	-	1
DEL C. PIZARRO, GUADALUPE	Mujer	1
PÁEZ-RAMÍREZ, ELIZABETH	Mujer	1
CORREA, RAFAEL D.	Hombre	1
PEREIRA, H.	-	1
MANRIQUEZ, PABLO SUÁREZ	Hombre	1
ZENOBIO, SALDIVIA M.	-	1
FELIPE, CARO	-	1
VALENZUELA SILVA, LUIS A.	Hombre	1
CERDA, JAMMIE VALDIVIA	-	1
CHANDIA-JAURE, ROSA	Mujer	1
ROJAS, MÁXIMO QUITRAL	Hombre	3
VERA, PEDRO VERGARA	Hombre	1
MIRA, CLAUDIA ROJAS	Mujer	1
CASTILLO, MAURO	Hombre	1
LASTRETO, SILVIO	Hombre	2
SANTIS, RICARDO CASTRO	Hombre	1
PINO, LEONARDO MOLINA	Hombre	1
ESCOBAR-JERIA, VÍCTOR H.	Hombre	2
CASTILLO, CAROLINA	Mujer	1
PIZZARO, GUADALUPE DEL C.	Mujer	1
ASTUDILLO, ALEJANDRO	Hombre	1
OLATE, PAMELA	Mujer	1
ALEGRIA, MATIAS	Hombre	5
GONZALEZ-HENRIQUEZ, CARMEN M.	Mujer	1
MARIOTTI-CELIS, MARIÁ SALOMÃ©	-	1
